,Unnamed: 0,Type,Name,Age,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PhotoAmt,AdoptionSpeed,BreedMixed,ColorMixed,Video
6530,6530,1,Unik,1,2,1,2,1,3,3,2,1,0,41326,3,3,TRUE,FALSE,FALSE
6531,6531,2,Jedi,60,1,6,3,1,3,1,1,2,0,41326,1,2,FALSE,TRUE,FALSE
6532,6532,1,LILY,2,2,1,2,2,2,1,2,1,50,41326,4,2,FALSE,FALSE,FALSE
6533,6533,2,Oracle,25,2,2,2,2,1,1,3,1,0,41326,2,4,FALSE,FALSE,FALSE
6534,6534,2,Kitten,2,1,2,2,1,2,2,2,1,0,41326,1,0,FALSE,FALSE,FALSE
6535,6535,1,Bibi,24,2,7,1,3,1,1,1,1,0,41326,5,0,FALSE,TRUE,FALSE
6536,6536,2,No Name,2,1,1,2,1,2,1,2,1,0,41401,12,1,FALSE,FALSE,FALSE
6537,6537,1,No Name,24,2,1,3,2,1,1,1,2,0,41401,2,4,TRUE,TRUE,FALSE
6538,6538,1,No Name,24,2,2,2,2,3,3,3,1,0,41326,1,4,TRUE,FALSE,FALSE
6539,6539,2,Benjamin,2,1,1,1,1,2,1,2,1,0,41342,3,3,FALSE,TRUE,FALSE
6540,6540,2,Lilly,3,2,1,3,3,2,1,2,1,50,41326,2,1,FALSE,FALSE,FALSE
6541,6541,1,Tiger,180,1,6,2,2,1,1,1,1,0,41327,1,4,TRUE,TRUE,FALSE
6542,6542,1,JunJun,24,1,1,2,2,1,1,1,1,0,41336,4,1,TRUE,FALSE,FALSE
6543,6543,1,No Name,2,2,1,2,1,1,1,2,1,0,41401,2,3,TRUE,FALSE,FALSE
6544,6544,1,Milky,36,1,7,2,1,1,1,2,1,0,41401,1,4,TRUE,TRUE,FALSE
6545,6545,1,No Name,2,2,1,2,2,2,2,2,1,0,41401,5,2,TRUE,FALSE,FALSE
6546,6546,1,Bailey,2,2,1,2,1,2,1,2,1,0,41326,1,1,TRUE,FALSE,FALSE
6547,6547,1,No Name,24,2,2,3,1,1,1,1,1,0,41401,5,4,FALSE,FALSE,FALSE
6548,6548,1,No Name,1,1,1,2,1,2,2,2,1,0,41336,2,2,TRUE,TRUE,FALSE
6549,6549,1,No Name,2,2,2,2,1,1,1,2,1,0,41401,7,3,TRUE,TRUE,FALSE
6550,6550,1,Susu,1,2,5,2,1,2,2,2,1,0,41335,3,1,FALSE,TRUE,FALSE
6551,6551,1,No Name,84,2,7,2,2,3,3,3,1,100,41326,3,3,FALSE,TRUE,FALSE
6552,6552,2,Dolphine,7,2,2,1,1,2,1,2,1,0,41401,3,1,FALSE,FALSE,FALSE
6553,6553,1,Piper,36,2,5,1,2,1,1,1,1,200,41326,5,2,FALSE,FALSE,FALSE
6554,6554,1,Napoleon,24,1,2,2,1,2,1,1,1,0,41326,3,4,TRUE,FALSE,FALSE
6555,6555,2,Tiffany,3,2,1,1,1,2,1,2,1,0,41330,3,4,FALSE,FALSE,FALSE
6556,6556,1,Harri,3,1,1,2,1,1,1,2,1,0,41401,2,2,TRUE,FALSE,FALSE
6557,6557,2,Minnie,4,2,2,1,2,2,2,2,1,0,41326,2,4,FALSE,FALSE,FALSE
6558,6558,2,Baby,2,1,2,2,1,2,1,2,1,0,41330,3,3,FALSE,FALSE,FALSE
6559,6559,2,Sam,3,2,2,2,2,1,1,2,2,20,41326,2,2,FALSE,FALSE,FALSE
6560,6560,2,No Name,36,1,2,3,2,2,1,2,1,0,41327,1,2,FALSE,FALSE,FALSE
6561,6561,2,No Name,2,2,2,1,2,2,2,2,1,0,41326,4,2,FALSE,FALSE,FALSE
6562,6562,1,Rudi,12,1,1,1,1,1,1,2,1,0,41401,6,3,FALSE,FALSE,FALSE
6563,6563,1,Sheno,7,2,2,2,1,1,1,1,1,0,41326,6,4,TRUE,TRUE,FALSE
6564,6564,1,NIL,3,1,1,3,1,2,2,2,1,0,41326,2,4,TRUE,FALSE,FALSE
6565,6565,1,Dusty,8,1,1,2,2,1,3,2,1,0,41326,0,3,TRUE,FALSE,FALSE
6566,6566,2,Moon,12,2,1,2,2,2,1,1,1,0,41401,2,4,FALSE,FALSE,FALSE
6567,6567,1,No Name,48,1,1,2,1,1,1,3,1,0,41326,3,4,TRUE,FALSE,FALSE
6568,6568,2,No Name,6,2,3,2,1,1,1,1,1,0,41401,2,4,FALSE,FALSE,FALSE
6569,6569,2,No Name,1,1,1,2,1,2,2,2,1,0,41326,1,3,FALSE,TRUE,FALSE
6570,6570,2,Casper,10,1,7,2,2,1,1,1,1,0,41326,3,2,FALSE,TRUE,FALSE
6571,6571,1,Pixie,7,2,2,2,1,1,1,1,1,0,41326,6,3,TRUE,TRUE,TRUE
6572,6572,1,Vanilla,2,2,3,2,1,1,1,2,1,0,41326,6,3,FALSE,FALSE,FALSE
6573,6573,2,No Name,5,1,1,2,2,2,1,2,1,0,41327,5,4,FALSE,FALSE,FALSE
6574,6574,2,Lucy,2,2,6,2,2,2,2,2,1,1,41326,2,2,FALSE,TRUE,FALSE
6575,6575,1,No Name,96,2,2,1,3,1,1,1,1,0,41327,5,1,FALSE,FALSE,FALSE
6576,6576,1,Pekingese,60,1,7,1,2,3,3,3,1,0,41401,2,1,FALSE,TRUE,FALSE
6577,6577,2,No Name,3,1,7,1,1,2,2,2,1,0,41401,2,2,FALSE,TRUE,FALSE
6578,6578,1,McKenzie,2,2,2,2,1,1,1,2,1,0,41326,2,3,TRUE,FALSE,FALSE
6579,6579,2,Mocha,2,1,3,1,2,2,1,2,1,0,41326,4,1,FALSE,FALSE,FALSE
6580,6580,1,No Name,24,1,2,2,1,1,1,1,1,0,41326,5,4,TRUE,TRUE,FALSE
6581,6581,2,Slickerpuss,2,2,2,1,1,3,1,2,1,0,41401,3,2,FALSE,TRUE,FALSE
6582,6582,2,No Name,3,2,5,2,1,3,3,2,1,0,41401,3,3,FALSE,FALSE,FALSE
6583,6583,2,No Name,1,1,1,1,2,2,2,2,1,0,41326,2,1,FALSE,TRUE,FALSE
6584,6584,2,No Name,22,2,1,2,1,1,1,1,1,90,41326,2,4,FALSE,TRUE,FALSE
6585,6585,1,No Name,2,1,1,2,1,2,2,2,1,0,41401,3,2,TRUE,FALSE,FALSE
6586,6586,2,Tsuki,3,2,1,1,2,1,1,2,1,0,41401,10,1,FALSE,FALSE,FALSE
6587,6587,2,No Name,2,2,1,1,2,1,1,2,1,0,41326,8,3,FALSE,FALSE,FALSE
6588,6588,1,Brian,3,1,1,2,2,1,1,2,1,50,41326,3,1,TRUE,FALSE,FALSE
6589,6589,2,No Name,4,2,1,2,2,1,1,2,1,0,41326,1,3,FALSE,FALSE,FALSE
6590,6590,1,Cesar,30,1,7,2,1,1,1,1,1,200,41326,2,3,FALSE,TRUE,FALSE
6591,6591,1,No Name,6,1,2,2,1,2,2,2,1,0,41326,2,4,TRUE,TRUE,FALSE
6592,6592,1,Sammy,2,1,2,2,2,2,2,2,1,0,41327,5,1,FALSE,TRUE,FALSE
6593,6593,2,C-ly,3,2,2,2,1,1,1,2,1,60,41326,2,4,FALSE,FALSE,FALSE
6594,6594,2,No Name,1,1,1,2,1,2,1,2,1,0,41326,6,2,FALSE,FALSE,TRUE
6595,6595,2,Milo,12,1,1,2,1,1,1,1,1,300,41401,3,2,FALSE,FALSE,FALSE
6596,6596,2,Jimbo,1,1,1,2,2,2,2,2,1,0,41401,5,2,FALSE,FALSE,FALSE
6597,6597,1,No Name,3,2,1,1,2,3,3,3,1,0,41326,2,1,TRUE,FALSE,FALSE
6598,6598,1,Stone,4,1,5,2,1,1,1,1,1,0,41326,3,4,TRUE,TRUE,FALSE
6599,6599,2,Fluffy,1,2,1,2,1,2,2,2,1,0,41336,1,2,FALSE,FALSE,FALSE
6600,6600,2,Pip,2,2,1,2,2,2,2,2,1,0,41326,0,3,FALSE,FALSE,FALSE
6601,6601,2,BWee,2,2,1,1,1,2,2,2,1,0,41401,4,0,FALSE,FALSE,FALSE
6602,6602,1,No Name,3,2,1,2,2,1,1,2,1,200,41326,2,2,TRUE,FALSE,FALSE
6603,6603,1,Rocco,2,1,1,2,1,1,1,2,1,0,41326,1,2,TRUE,TRUE,FALSE
6604,6604,2,Aiko,5,1,1,1,2,1,1,2,1,0,41401,4,4,FALSE,FALSE,FALSE
6605,6605,1,Lovely,8,2,5,2,2,3,3,3,1,0,41326,3,3,TRUE,TRUE,FALSE
6606,6606,2,Tabitha,2,2,2,2,2,2,2,2,1,0,41326,5,1,FALSE,FALSE,FALSE
6607,6607,1,Alicia,2,2,1,2,1,1,1,1,1,0,41326,5,3,TRUE,FALSE,FALSE
6608,6608,2,No Name,7,1,4,3,2,1,1,1,1,0,41401,2,3,FALSE,FALSE,FALSE
6609,6609,1,No Name,3,2,2,2,2,2,2,2,1,0,41326,1,3,TRUE,TRUE,FALSE
6610,6610,1,No Name,2,2,1,2,1,2,2,2,1,0,41330,8,3,TRUE,FALSE,TRUE
6611,6611,1,Blondie,2,2,2,2,1,2,1,2,1,0,41326,1,4,TRUE,FALSE,FALSE
6612,6612,1,Coco,48,2,2,2,1,1,1,1,1,0,41324,4,2,TRUE,TRUE,TRUE
6613,6613,1,No Name,2,2,1,2,1,1,1,2,1,0,41401,2,2,TRUE,TRUE,FALSE
6614,6614,1,No Name,6,2,1,2,2,2,1,2,1,0,41330,3,4,TRUE,FALSE,FALSE
6615,6615,1,No Name,2,1,2,2,2,2,2,2,1,0,41401,13,2,TRUE,FALSE,FALSE
6616,6616,1,Maddox,1,1,1,2,1,2,1,2,1,0,41326,2,2,FALSE,FALSE,FALSE
6617,6617,1,No Name,36,1,1,2,2,2,2,2,1,0,41330,5,3,TRUE,FALSE,FALSE
6618,6618,1,Sabre,12,1,1,3,2,1,1,2,1,500,41326,1,2,FALSE,TRUE,FALSE
6619,6619,2,No Name,2,1,4,1,2,2,2,2,1,0,41326,4,2,FALSE,FALSE,FALSE
6620,6620,2,No Name,3,2,5,2,1,1,1,2,1,50,41326,3,2,FALSE,FALSE,FALSE
6621,6621,2,Elly,2,2,1,1,1,2,2,2,1,0,41326,4,1,FALSE,TRUE,TRUE
6622,6622,1,Jimmy,1,1,1,2,1,2,2,1,1,0,41336,3,4,TRUE,TRUE,FALSE
6623,6623,1,Minnie,1,2,1,2,1,2,2,2,1,0,41326,3,2,TRUE,FALSE,FALSE
6624,6624,1,No Name,2,1,1,2,1,2,1,2,1,0,41327,5,2,TRUE,FALSE,FALSE
6625,6625,1,Sweety,2,1,2,2,2,1,1,2,1,0,41326,5,1,FALSE,FALSE,FALSE
6626,6626,2,No Name,3,2,1,1,1,2,2,2,1,0,41401,1,2,FALSE,FALSE,FALSE
6627,6627,2,No Name,6,2,2,2,2,1,1,3,1,0,41401,6,4,FALSE,FALSE,FALSE
6628,6628,2,Rosco,3,1,1,1,2,2,2,2,1,80,41342,3,4,FALSE,FALSE,FALSE
6629,6629,2,Ricky,3,1,4,2,3,2,1,2,1,700,41326,2,2,FALSE,TRUE,FALSE
6630,6630,1,Tauriel,3,2,1,2,1,1,1,2,1,0,41326,6,4,TRUE,FALSE,TRUE
6631,6631,2,Minky,41,2,1,2,2,1,1,1,1,0,41401,6,4,FALSE,FALSE,FALSE
6632,6632,1,No Name,5,2,2,2,1,1,1,2,1,0,41326,11,3,TRUE,FALSE,FALSE
6633,6633,2,No Name,1,2,1,1,1,2,2,2,1,0,41401,2,2,FALSE,FALSE,FALSE
6634,6634,2,No Name,2,2,1,1,2,3,3,3,1,0,41401,2,2,FALSE,FALSE,FALSE
6635,6635,1,Lucy,2,2,1,2,1,2,2,2,1,0,41326,5,4,TRUE,FALSE,FALSE
6636,6636,2,Yota,4,1,7,3,2,2,1,2,1,0,41401,5,2,FALSE,TRUE,FALSE
6637,6637,2,Ginger,7,1,4,2,1,1,1,2,1,0,41326,3,2,FALSE,FALSE,FALSE
6638,6638,1,Twinkle,26,2,1,2,1,1,1,2,1,0,41401,5,4,TRUE,FALSE,FALSE
6639,6639,1,Teddy,2,2,2,2,1,1,1,1,1,0,41330,4,2,TRUE,TRUE,FALSE
6640,6640,1,Lay,36,1,2,2,1,1,1,2,1,0,41336,3,4,FALSE,FALSE,FALSE
6641,6641,1,Tada,11,1,5,2,3,1,1,2,1,200,41326,3,1,FALSE,TRUE,FALSE
6642,6642,2,Scoopy,3,1,2,2,1,3,3,3,1,0,41326,3,1,FALSE,FALSE,FALSE
6643,6643,1,No Name,6,2,2,1,1,1,1,2,1,0,41326,4,4,TRUE,FALSE,FALSE
6644,6644,1,LUCY,4,2,7,1,1,2,2,2,1,0,41326,1,3,TRUE,TRUE,FALSE
6645,6645,1,Elmo,24,1,2,2,1,1,3,2,1,1,41326,1,3,FALSE,FALSE,FALSE
6646,6646,2,Smokey,2,1,6,2,1,1,1,2,1,0,41336,7,3,FALSE,FALSE,FALSE
6647,6647,2,Didi,3,1,2,1,1,2,1,2,1,0,41326,2,1,FALSE,TRUE,FALSE
6648,6648,1,Yimmy,6,1,2,2,2,1,2,2,1,0,41401,9,3,FALSE,FALSE,FALSE
6649,6649,1,Tasha,3,2,1,2,1,2,2,2,1,20,41327,1,2,TRUE,FALSE,FALSE
6650,6650,2,Chestnut,3,1,3,2,1,1,1,1,1,0,41326,16,3,FALSE,FALSE,TRUE
6651,6651,1,Punch,11,1,2,3,1,1,3,2,1,0,41326,3,4,TRUE,TRUE,FALSE
6652,6652,1,Dash,36,1,2,2,2,1,3,1,1,0,41326,4,4,TRUE,FALSE,FALSE
6653,6653,1,No Name,7,2,5,1,1,1,1,1,1,0,41332,3,4,FALSE,FALSE,FALSE
6654,6654,2,Riko,8,1,1,2,1,1,1,1,1,0,41326,3,1,FALSE,FALSE,FALSE
6655,6655,2,No Name,4,2,1,2,1,2,3,2,2,0,41326,1,2,FALSE,FALSE,FALSE
6656,6656,1,Mr.Bean,3,1,2,1,1,2,1,1,1,0,41326,3,3,TRUE,TRUE,FALSE
6657,6657,1,Pretty,2,2,5,2,2,3,1,2,1,0,41326,2,4,TRUE,TRUE,FALSE
6658,6658,1,No Name,2,1,1,2,1,2,1,2,1,0,41326,2,3,TRUE,FALSE,FALSE
6659,6659,1,Candy,1,2,5,2,2,2,2,2,1,0,41327,2,2,TRUE,FALSE,FALSE
6660,6660,1,No Name,2,1,2,2,2,2,2,2,1,0,41401,2,3,TRUE,TRUE,FALSE
6661,6661,1,Vivi,3,2,1,2,1,2,1,2,1,0,41401,5,1,TRUE,FALSE,FALSE
6662,6662,1,Lucky,24,1,4,2,2,3,3,2,1,0,41326,5,3,TRUE,FALSE,FALSE
6663,6663,2,Orenn,4,2,3,2,2,2,1,2,2,0,41401,0,4,FALSE,TRUE,FALSE
6664,6664,2,Opot,3,1,1,1,1,2,1,2,1,50,41326,3,2,FALSE,FALSE,TRUE
6665,6665,1,No Name,2,1,2,2,2,2,1,2,1,0,41401,5,2,TRUE,TRUE,FALSE
6666,6666,2,No Name,3,1,5,1,1,2,1,2,1,0,41327,4,1,FALSE,TRUE,FALSE
6667,6667,1,Lacky,7,2,1,2,1,2,1,1,1,0,41324,4,3,FALSE,FALSE,FALSE
6668,6668,2,Nemo,13,1,4,2,1,2,2,1,1,50,41326,1,4,FALSE,FALSE,FALSE
6669,6669,1,Gigi,29,2,1,1,2,1,1,1,1,300,41326,5,2,FALSE,FALSE,FALSE
6670,6670,2,Kaka,7,1,1,2,1,3,3,2,1,0,41401,5,4,FALSE,FALSE,FALSE
6671,6671,2,No Name,1,1,1,2,1,2,2,2,1,0,41326,2,1,FALSE,FALSE,FALSE
6672,6672,2,No Name,6,2,6,2,1,2,1,2,1,0,41326,11,3,FALSE,TRUE,TRUE
6673,6673,1,No Name,2,1,1,1,1,1,1,2,1,0,41326,3,4,TRUE,FALSE,FALSE
6674,6674,1,No Name,36,1,5,1,2,1,1,2,2,0,41326,1,2,FALSE,FALSE,FALSE
6675,6675,2,Cobey,1,1,3,2,1,2,2,2,1,0,41326,5,2,FALSE,TRUE,FALSE
6676,6676,2,Foxy,4,1,1,2,1,3,3,3,1,0,41327,5,3,FALSE,FALSE,FALSE
6677,6677,2,No Name,4,1,1,2,2,1,1,1,1,300,41327,11,3,FALSE,FALSE,FALSE
6678,6678,1,No Name,2,2,1,2,2,2,2,2,1,0,41336,1,1,TRUE,FALSE,FALSE
6679,6679,2,Romeo,9,1,1,2,1,1,1,1,1,0,41326,4,1,FALSE,FALSE,FALSE
6680,6680,1,Gigi,8,2,1,2,2,1,1,1,1,0,41326,1,4,TRUE,TRUE,FALSE
6681,6681,1,Jacktee,24,1,2,1,1,3,3,1,1,0,41401,5,2,FALSE,FALSE,FALSE
6682,6682,1,Nala,13,1,1,2,1,2,2,2,1,0,41401,4,4,TRUE,FALSE,FALSE
6683,6683,1,No Name,1,1,2,2,2,2,2,2,1,0,41401,12,1,TRUE,FALSE,FALSE
6684,6684,1,Y3,2,2,1,2,2,2,1,2,1,0,41326,4,3,TRUE,FALSE,FALSE
6685,6685,1,No Name,2,2,1,2,1,3,3,3,1,0,41326,1,2,TRUE,FALSE,FALSE
6686,6686,1,Simba,82,1,1,3,1,1,1,1,1,300,41326,3,0,FALSE,TRUE,FALSE
6687,6687,2,No Name,2,2,1,1,1,2,2,2,1,0,41330,5,1,FALSE,FALSE,FALSE
6688,6688,1,Jefry,24,1,1,2,2,1,1,2,1,0,41401,1,3,FALSE,TRUE,FALSE
6689,6689,1,Maaya,48,2,2,2,2,1,1,2,1,0,41401,1,4,FALSE,TRUE,FALSE
6690,6690,2,Tonny,5,1,1,3,3,2,2,2,1,50,41326,6,4,FALSE,FALSE,FALSE
6691,6691,1,Hazel,1,2,2,2,2,2,2,2,1,0,41326,3,2,TRUE,FALSE,FALSE
6692,6692,2,KANTHAKA,2,2,1,2,1,2,1,2,1,0,41326,1,2,FALSE,FALSE,FALSE
6693,6693,1,No Name,3,2,2,2,1,1,1,2,1,0,41326,10,3,TRUE,TRUE,FALSE
6694,6694,2,No Name,29,2,2,2,1,3,3,2,1,0,41326,3,4,FALSE,FALSE,FALSE
6695,6695,1,No Name,5,2,5,2,1,1,1,1,1,0,41401,5,2,FALSE,FALSE,FALSE
6696,6696,2,Poes,5,1,1,2,1,1,1,2,1,0,41401,5,2,FALSE,TRUE,FALSE
6697,6697,1,Julie,10,2,5,1,2,1,1,2,1,0,41401,5,1,FALSE,FALSE,TRUE
6698,6698,1,No Name,10,1,1,2,2,2,2,2,1,0,41326,2,3,TRUE,FALSE,FALSE
6699,6699,1,No Name,60,1,1,1,1,3,3,2,1,0,41326,3,1,FALSE,FALSE,FALSE
6700,6700,1,Pixie,12,2,1,2,3,1,1,1,1,0,41326,14,3,FALSE,FALSE,FALSE
6701,6701,2,No Name,12,2,1,2,1,2,2,2,1,0,41401,1,2,FALSE,FALSE,FALSE
6702,6702,2,Spunky,60,2,7,2,1,1,1,1,1,0,41326,1,4,FALSE,TRUE,FALSE
6703,6703,1,D6,24,2,1,1,2,3,3,3,1,0,41326,5,1,FALSE,FALSE,FALSE
6704,6704,1,Miki,3,1,2,2,2,2,1,2,1,0,41326,5,3,TRUE,FALSE,FALSE
6705,6705,1,No Name,2,2,1,2,1,1,1,2,1,0,41326,5,2,TRUE,FALSE,FALSE
6706,6706,2,No Name,14,2,1,2,2,2,1,1,1,200,41401,1,4,FALSE,FALSE,FALSE
6707,6707,2,No Name,16,2,4,3,2,2,2,2,1,0,41326,2,4,FALSE,FALSE,FALSE
6708,6708,2,Garfield,4,1,2,2,2,2,2,2,1,0,41326,4,1,FALSE,FALSE,FALSE
6709,6709,1,Estee,48,2,2,1,2,1,1,1,1,0,41326,2,4,TRUE,FALSE,FALSE
6710,6710,1,Raki,3,2,1,2,1,1,1,3,1,100,41327,1,4,TRUE,FALSE,FALSE
6711,6711,1,SMOKY,1,1,1,2,1,2,2,2,1,0,41326,1,1,TRUE,TRUE,FALSE
6712,6712,1,SOX,10,2,2,2,1,1,1,1,1,50,41326,2,3,TRUE,FALSE,FALSE
6713,6713,2,No Name,3,2,1,2,2,2,1,2,1,0,41326,0,4,FALSE,FALSE,FALSE
6714,6714,2,No Name,2,1,1,2,1,2,2,2,2,0,41326,4,1,FALSE,TRUE,FALSE
6715,6715,2,Putih,2,1,7,2,2,2,2,2,1,0,41401,1,2,FALSE,TRUE,FALSE
6716,6716,1,Puffy,9,2,1,1,3,1,1,2,1,300,41326,3,2,FALSE,FALSE,FALSE
6717,6717,1,No Name,6,1,6,2,1,3,3,3,1,0,41326,0,4,TRUE,TRUE,FALSE
6718,6718,1,Raphael,2,1,1,1,2,2,2,2,1,450,41326,2,1,FALSE,FALSE,FALSE
6719,6719,1,No Name,5,2,1,2,2,1,3,3,1,0,41326,5,1,TRUE,FALSE,FALSE
6720,6720,1,No Name,3,2,1,1,2,1,1,1,1,0,41330,5,3,TRUE,FALSE,TRUE
6721,6721,1,Hailey,15,2,1,1,1,1,1,2,1,0,41330,0,2,FALSE,TRUE,FALSE
6722,6722,2,Batbat,3,1,1,1,1,1,1,1,1,0,41401,2,2,FALSE,FALSE,FALSE
6723,6723,2,Snowflake,4,2,7,2,1,2,1,2,1,0,41401,4,1,FALSE,TRUE,FALSE
6724,6724,1,Max,77,1,3,2,2,1,1,2,1,0,41401,4,2,FALSE,TRUE,FALSE
6725,6725,1,No Name,10,1,3,2,3,3,3,3,1,300,41326,5,2,FALSE,FALSE,FALSE
6726,6726,1,Blue,2,2,1,2,2,1,1,2,1,0,41326,0,1,TRUE,TRUE,FALSE
6727,6727,2,April,3,2,6,2,2,2,2,2,1,0,41326,2,2,FALSE,TRUE,FALSE
6728,6728,2,Lilo,4,2,6,1,1,2,2,2,1,0,41326,3,1,FALSE,FALSE,FALSE
6729,6729,2,No Name,2,1,1,1,1,3,3,3,1,0,41401,2,1,FALSE,FALSE,FALSE
6730,6730,2,No Name,2,1,1,2,2,2,1,2,1,50,41326,5,0,FALSE,FALSE,FALSE
6731,6731,2,Pixel,5,1,1,2,1,2,2,1,1,0,41326,5,1,FALSE,FALSE,FALSE
6732,6732,2,No Name,2,1,1,2,2,2,1,2,1,0,41326,5,4,FALSE,FALSE,FALSE
6733,6733,2,Abu,10,1,1,2,1,2,2,2,1,100,41326,2,3,FALSE,FALSE,FALSE
6734,6734,2,Jojo,3,1,3,1,1,2,1,2,2,0,41336,2,0,FALSE,TRUE,FALSE
6735,6735,1,Ladybug,3,2,2,2,1,3,3,2,1,0,41326,2,3,FALSE,TRUE,FALSE
6736,6736,1,Bella,3,2,2,2,1,2,2,2,1,0,41326,3,4,TRUE,TRUE,FALSE
6737,6737,1,No Name,1,2,1,2,2,2,1,2,1,0,41401,4,3,FALSE,FALSE,FALSE
6738,6738,1,No Name,4,1,5,2,1,1,1,2,1,150,41401,13,2,TRUE,TRUE,FALSE
6739,6739,1,Buddy,86,1,1,2,3,1,1,2,1,0,41332,2,2,FALSE,FALSE,FALSE
6740,6740,2,No Name,24,2,1,2,2,3,3,2,1,0,41401,2,3,FALSE,FALSE,FALSE
6741,6741,1,T2,2,1,2,2,2,1,1,2,1,0,41326,1,2,TRUE,TRUE,FALSE
6742,6742,2,No Name,1,2,3,2,2,2,2,2,1,0,41336,1,1,FALSE,FALSE,FALSE
6743,6743,1,No Name,1,2,1,2,1,3,3,3,1,0,41326,2,3,TRUE,FALSE,FALSE
6744,6744,2,Sean,3,1,7,1,2,2,2,2,1,0,41401,0,0,FALSE,TRUE,FALSE
6745,6745,1,Miko,9,1,3,2,1,1,1,2,1,0,41326,3,2,FALSE,FALSE,FALSE
6746,6746,1,G3,2,2,2,2,2,1,1,2,1,0,41326,1,3,TRUE,TRUE,FALSE
6747,6747,1,Layla,3,2,1,2,2,1,1,2,1,0,41326,2,1,TRUE,FALSE,FALSE
6748,6748,1,No Name,2,1,2,2,1,1,1,2,1,0,41401,3,2,TRUE,FALSE,FALSE
6749,6749,1,Brownie,1,2,2,2,1,2,2,2,1,0,41326,8,1,FALSE,FALSE,FALSE
6750,6750,1,Gigi,60,2,2,2,2,1,1,2,1,300,41401,2,1,FALSE,FALSE,FALSE
6751,6751,2,Pearly,3,2,3,1,1,2,2,2,1,0,41401,6,3,FALSE,FALSE,FALSE
6752,6752,2,Toffee,3,1,2,1,2,2,1,2,1,0,41325,5,1,FALSE,FALSE,FALSE
6753,6753,1,No Name,84,1,1,4,1,1,1,2,1,0,41326,1,3,FALSE,FALSE,FALSE
6754,6754,1,Sausage,12,2,1,2,1,2,2,2,1,20,41327,1,4,TRUE,FALSE,FALSE
6755,6755,1,No Name,12,2,2,2,2,1,1,1,1,0,41326,2,4,TRUE,FALSE,FALSE
6756,6756,2,Cody,5,1,1,2,1,1,1,1,1,100,41401,1,4,FALSE,FALSE,FALSE
6757,6757,1,Aiko.,2,2,1,2,2,1,1,2,1,0,41326,3,1,TRUE,FALSE,FALSE
6758,6758,1,Dana,3,2,2,2,1,1,1,2,1,0,41401,4,3,TRUE,TRUE,FALSE
6759,6759,1,Muffin,0,2,2,2,1,1,1,1,1,0,41330,9,2,TRUE,FALSE,FALSE
6760,6760,1,Stefi,4,2,2,3,2,3,3,2,1,0,41326,1,4,TRUE,TRUE,FALSE
6761,6761,2,Orenbaby,4,2,4,2,2,2,1,2,1,0,41326,3,3,FALSE,TRUE,FALSE
6762,6762,1,Doodo,1,2,1,2,1,3,3,2,1,0,41326,3,3,TRUE,FALSE,FALSE
6763,6763,1,No Name,4,1,4,1,1,1,1,3,1,0,41401,2,4,TRUE,TRUE,FALSE
6764,6764,1,Nile,2,1,2,2,1,1,1,2,1,100,41326,3,3,TRUE,FALSE,FALSE
6765,6765,1,Keju,1,2,1,2,1,2,1,2,1,0,41326,5,3,TRUE,FALSE,FALSE
6766,6766,2,Dudu,36,1,1,2,1,1,1,2,1,0,41401,4,2,FALSE,FALSE,FALSE
6767,6767,2,No Name,2,2,1,3,3,2,1,3,1,0,41326,4,1,FALSE,TRUE,FALSE
6768,6768,2,Tommy,2,1,6,2,1,2,2,2,2,0,41326,2,3,FALSE,FALSE,FALSE
6769,6769,1,Sunway,5,1,4,2,1,1,1,1,1,0,41401,10,2,TRUE,FALSE,FALSE
6770,6770,2,Narmeh,42,1,5,2,2,1,3,2,1,0,41401,1,4,FALSE,TRUE,FALSE
6771,6771,2,Valentine,5,1,1,2,1,1,1,2,1,0,41326,6,3,FALSE,FALSE,FALSE
6772,6772,1,Caesar,11,2,1,3,1,1,1,1,1,400,41326,7,3,FALSE,FALSE,FALSE
6773,6773,2,Latifa,4,2,3,2,2,2,2,2,1,150,41361,3,1,FALSE,FALSE,FALSE
6774,6774,1,Brownie,42,1,2,2,2,2,2,1,2,0,41326,1,4,FALSE,TRUE,FALSE
6775,6775,2,BLACK,7,1,1,2,1,1,1,2,1,0,41401,1,4,FALSE,TRUE,FALSE
6776,6776,1,No Name,84,1,2,2,2,3,3,3,1,0,41326,3,2,FALSE,FALSE,FALSE
6777,6777,2,Momsik,6,1,2,2,1,2,1,1,1,0,41401,0,4,FALSE,FALSE,FALSE
6778,6778,1,No Name,18,2,7,2,2,1,1,1,1,0,41326,4,2,TRUE,TRUE,FALSE
6779,6779,2,No Name,12,1,6,2,1,1,1,1,1,0,41336,1,4,FALSE,TRUE,FALSE
6780,6780,1,No Name,12,2,2,1,1,3,3,3,1,0,41330,5,2,TRUE,FALSE,FALSE
6781,6781,1,Segapi,5,2,1,2,1,1,2,1,1,0,41326,1,3,TRUE,TRUE,TRUE
6782,6782,1,No Name,3,2,2,2,1,3,1,3,1,200,41401,2,4,TRUE,FALSE,FALSE
6783,6783,1,Brownie,2,2,3,2,2,2,2,2,1,0,41326,21,2,TRUE,TRUE,FALSE
